user_id,signup_date,plan_type,revenue_before,revenue_after,churned,country,device,acquisition_channel,sessions,total_time_spent
U04391,2023-06-27,Free,32.71,43.58746012278416,0,UK,Tablet,Paid Search,11,50.93
U04392,2023-09-01,Basic,6.97,6.97,0,Germany,Mobile,Paid Search,5,25.12
U04393,2023-12-07,Free,54.88,54.88,0,Germany,Mobile,Organic,7,13.51
U04394,2023-05-07,Free,5.76,5.76,0,USA,Mobile,Email,5,7.46
U04395,2023-09-28,Free,3.67,3.67,1,Germany,Mobile,Paid Search,8,74.95
U04396,2023-05-12,Basic,13.6,13.6,1,Australia,Tablet,Email,13,50.07
U04397,2023-04-03,Premium,1.04,1.04,0,Germany,Mobile,Referral,10,56.84
U04398,2023-03-14,Free,0.74,11.556560994039744,0,India,Mobile,Paid Search,7,43.82
U04399,2023-09-05,Premium,13.7,13.7,0,UK,Tablet,Organic,5,26.11
U04400,2023-12-14,Basic,4.84,4.937579698800567,0,Australia,Tablet,Organic,6,29.2
U04401,2023-09-30,Free,0.19,0.19,0,Brazil,Mobile,Email,5,31.35
U04402,2023-02-12,Premium,7.02,7.02,0,USA,Mobile,Email,6,42.23
U04403,2023-02-10,Premium,12.98,12.98,0,Brazil,Desktop,Organic,8,60.34
U04404,2023-06-19,Basic,10.03,10.03,0,Germany,Mobile,Email,3,28.47
U04405,2023-07-31,Free,2.91,15.244153573153241,0,India,Mobile,Organic,5,28.6
U04406,2023-06-17,Basic,17.33,17.33,0,Germany,Tablet,Social,13,77.74
U04407,2023-02-08,Free,24.78,24.78,0,Germany,Mobile,Organic,8,48.21
U04408,2023-09-02,Free,22.51,22.51,0,Canada,Mobile,Social,9,96.17
U04409,2023-05-31,Free,10.01,10.01,0,Canada,Desktop,Referral,7,45.86
U04410,2023-04-21,Premium,2.96,22.6607495171983,0,USA,Mobile,Referral,7,31.62
U04411,2023-02-16,Premium,13.84,20.39668083639762,1,USA,Mobile,Referral,6,34.22
U04412,2023-03-04,Free,44.22,47.4791532353233,0,Brazil,Tablet,Paid Search,6,37.27
U04413,2023-08-13,Free,12.65,12.65,1,Australia,Desktop,Organic,4,35.91
U04414,2023-03-10,Premium,4.36,4.36,0,Germany,Mobile,Social,8,33.34
U04415,2023-10-26,Free,1.95,1.95,1,Canada,Desktop,Social,4,26.75
U04416,2023-10-17,Basic,57.62,57.62,0,Brazil,Mobile,Social,9,97.56
U04417,2023-10-23,Free,27.17,27.17,0,Germany,Mobile,Organic,5,17.89
U04418,2023-07-22,Free,7.51,10.08206743352418,0,USA,Tablet,Referral,10,57.77
U04419,2023-03-02,Premium,7.0,28.093743259467637,0,India,Mobile,Paid Search,10,40.92
U04420,2023-11-14,Free,45.12,49.80468551398786,0,Canada,Desktop,Organic,11,23.67
U04421,2023-11-10,Free,3.91,3.91,0,Canada,Desktop,Paid Search,10,87.05
U04422,2023-06-10,Free,15.32,15.32,0,Australia,Mobile,Paid Search,6,13.19
U04423,2023-11-27,Premium,25.0,39.26592861627965,0,Brazil,Desktop,Paid Search,12,98.2
U04424,2023-01-16,Premium,10.1,13.978500989082491,0,Brazil,Tablet,Organic,12,26.76
U04425,2023-12-04,Free,0.81,11.249135848245622,0,UK,Desktop,Referral,2,12.2
U04426,2023-04-04,Free,5.17,5.17,0,Canada,Desktop,Referral,10,60.74
U04427,2023-10-31,Basic,46.42,47.65980844129776,0,UK,Mobile,Email,8,36.5
U04428,2023-05-18,Free,14.81,14.81,0,India,Desktop,Social,5,36.98
U04429,2023-12-04,Basic,33.8,33.8,0,Canada,Tablet,Social,5,34.41
U04430,2023-02-07,Free,16.22,31.257740487821454,1,UK,Desktop,Referral,11,81.15
U04431,2023-05-07,Free,57.51,57.51,0,India,Tablet,Social,11,46.88
U04432,2023-10-02,Basic,47.97,47.97,0,Germany,Tablet,Referral,8,42.71
U04433,2023-06-13,Free,13.19,13.19,0,UK,Tablet,Paid Search,5,49.0
U04434,2023-11-15,Premium,7.66,7.66,0,UK,Tablet,Email,8,33.68
U04435,2023-03-18,Free,18.41,18.41,0,Brazil,Desktop,Social,6,61.01
U04436,2023-06-23,Free,22.47,22.47,0,India,Desktop,Paid Search,6,17.52
U04437,2023-12-24,Premium,13.8,13.8,0,Brazil,Mobile,Social,6,27.64
U04438,2023-11-17,Free,34.55,34.55,1,UK,Tablet,Email,8,90.96
U04439,2023-04-01,Basic,4.05,4.174847506051795,0,Australia,Mobile,Organic,4,11.25
U04440,2023-08-26,Free,8.14,8.14,0,Canada,Tablet,Email,6,45.01
U04441,2023-09-21,Basic,23.19,29.205710326304256,0,Australia,Tablet,Paid Search,12,71.47
U04442,2023-06-28,Basic,5.67,5.67,0,Germany,Tablet,Email,7,44.16
U04443,2023-07-28,Free,11.59,11.59,0,Australia,Desktop,Paid Search,10,72.18
U04444,2023-03-14,Premium,66.34,66.34,0,USA,Tablet,Email,8,58.13
U04445,2023-04-17,Basic,19.66,19.66,0,India,Tablet,Social,7,24.77
U04446,2023-12-11,Free,59.54,70.21646984319544,0,India,Mobile,Email,2,9.85
U04447,2023-10-22,Basic,25.63,25.63,0,Germany,Tablet,Email,7,9.16
U04448,2023-10-11,Basic,25.8,38.52399087535789,0,Germany,Mobile,Referral,9,53.96
U04449,2023-12-19,Free,17.92,17.92,1,India,Desktop,Email,4,30.17
U04450,2023-07-01,Free,3.07,23.836127496720202,1,India,Desktop,Social,10,58.96
U04451,2023-02-06,Free,14.67,14.67,0,Germany,Tablet,Paid Search,5,47.24
U04452,2023-05-17,Free,5.82,5.82,0,Canada,Tablet,Organic,5,43.85
U04453,2023-12-04,Basic,132.49,132.49,0,Germany,Mobile,Organic,15,86.98
U04454,2023-02-25,Free,6.21,6.21,0,Australia,Mobile,Organic,9,83.67
U04455,2023-07-06,Premium,5.25,5.25,0,Germany,Desktop,Organic,10,41.6
U04456,2023-12-07,Free,19.56,19.56,0,Australia,Tablet,Paid Search,11,102.13
U04457,2023-09-15,Free,14.31,14.31,0,UK,Tablet,Paid Search,9,87.38
U04458,2023-02-27,Basic,0.43,1.8584032940406707,1,Canada,Mobile,Organic,14,60.47
U04459,2023-12-29,Basic,2.77,4.118728822473572,0,India,Mobile,Email,11,81.91
U04460,2023-05-03,Basic,33.32,33.32,0,India,Desktop,Email,8,13.55
U04461,2023-07-07,Free,13.22,13.22,0,Germany,Desktop,Referral,13,99.3
U04462,2023-08-18,Free,3.16,3.16,1,Brazil,Tablet,Paid Search,5,18.04
U04463,2023-06-17,Free,12.52,39.378402918322934,0,USA,Mobile,Referral,7,49.26
U04464,2023-04-24,Premium,5.84,5.84,1,India,Desktop,Social,6,28.78
U04465,2023-09-09,Free,5.06,5.06,0,Australia,Mobile,Paid Search,5,25.96
U04466,2023-04-17,Premium,63.27,63.27,0,Australia,Desktop,Organic,11,48.43
U04467,2023-02-06,Basic,8.99,8.99,0,UK,Tablet,Organic,3,21.38
U04468,2023-12-01,Free,0.95,0.95,0,USA,Desktop,Referral,11,30.94
U04469,2023-04-02,Basic,70.35,70.35,0,Australia,Desktop,Paid Search,9,82.47
U04470,2023-01-18,Premium,31.68,31.68,0,Brazil,Mobile,Email,8,20.67
U04471,2023-12-20,Premium,5.87,5.87,1,Canada,Desktop,Paid Search,9,41.84
U04472,2023-03-04,Free,10.52,10.52,0,Australia,Mobile,Referral,3,12.52
U04473,2023-05-30,Free,39.65,39.65,0,UK,Tablet,Referral,5,8.29
U04474,2023-05-19,Free,8.85,8.85,0,Germany,Tablet,Organic,8,32.57
U04475,2023-07-05,Free,16.76,16.76,0,Brazil,Desktop,Organic,9,10.53
U04476,2023-07-04,Basic,15.31,15.31,0,Germany,Tablet,Social,13,138.71
U04477,2023-07-24,Premium,10.26,10.26,0,UK,Mobile,Referral,7,47.34
U04478,2023-09-17,Free,20.41,20.41,0,UK,Mobile,Social,4,29.89
U04479,2023-08-02,Basic,12.82,12.82,0,Germany,Desktop,Social,6,24.96
U04480,2023-09-13,Basic,0.43,13.950010626249393,0,USA,Tablet,Organic,8,60.07
U04481,2023-05-15,Free,33.68,33.68,0,India,Mobile,Email,11,58.71
U04482,2023-03-02,Free,2.4,2.4,0,India,Mobile,Organic,4,16.68
U04483,2023-12-29,Basic,12.48,12.48,0,Canada,Mobile,Paid Search,8,45.64
U04484,2023-11-06,Premium,17.35,17.35,1,UK,Mobile,Email,12,85.99
U04485,2023-03-29,Basic,24.45,25.6341392396346,0,Brazil,Mobile,Referral,13,42.67
U04486,2023-11-20,Free,10.58,14.579921539700178,1,Australia,Tablet,Email,6,45.63
U04487,2023-07-26,Free,26.6,26.6,0,Australia,Desktop,Referral,9,43.54
U04488,2023-05-09,Free,2.82,2.82,0,Germany,Desktop,Referral,7,60.15
U04489,2023-11-07,Basic,21.19,34.28467756890075,0,Brazil,Mobile,Social,8,55.45
U04490,2023-01-03,Basic,35.01,37.93037107160122,0,Germany,Tablet,Paid Search,12,88.24
U04491,2023-08-30,Free,44.04,44.04,0,Brazil,Tablet,Organic,6,32.4
U04492,2023-05-01,Premium,17.33,17.33,1,Canada,Mobile,Social,6,30.53
U04493,2023-04-12,Basic,7.51,31.492845092785522,0,Australia,Tablet,Social,15,61.42
U04494,2023-02-07,Basic,3.57,19.54099569328635,0,Germany,Desktop,Paid Search,8,30.7
U04495,2023-12-07,Premium,8.48,8.48,0,UK,Mobile,Organic,10,45.71
U04496,2023-05-13,Free,15.53,15.53,0,USA,Mobile,Social,5,41.73
U04497,2023-07-21,Premium,4.37,4.37,0,Australia,Desktop,Email,10,85.29
U04498,2023-12-14,Free,60.95,60.95,1,India,Desktop,Organic,9,57.51
U04499,2023-01-21,Free,45.49,45.49,0,Brazil,Tablet,Paid Search,13,72.57
U04500,2023-08-30,Premium,0.67,0.67,1,Canada,Tablet,Email,4,20.51
U04501,2023-04-19,Premium,16.51,25.26500709702858,0,India,Desktop,Email,10,47.43
U04502,2023-10-30,Basic,31.15,31.15,0,Brazil,Tablet,Social,6,43.65
U04503,2023-03-25,Basic,5.63,5.63,0,UK,Desktop,Paid Search,6,26.91
U04504,2023-03-24,Basic,14.84,19.340740520886648,0,Canada,Tablet,Paid Search,12,78.22
U04505,2023-10-18,Premium,10.42,10.42,0,UK,Tablet,Social,9,53.14
U04506,2023-03-10,Free,4.38,8.300580921413378,0,Brazil,Mobile,Organic,8,77.96
U04507,2023-05-09,Premium,19.08,49.33262512015093,1,Brazil,Mobile,Referral,3,24.17
U04508,2023-07-15,Free,101.32,101.32,0,Brazil,Desktop,Social,6,33.63
U04509,2023-05-20,Free,9.09,9.09,1,Canada,Desktop,Email,5,20.99
U04510,2023-10-10,Free,16.08,18.145535792013256,0,UK,Desktop,Referral,4,21.16
U04511,2023-11-08,Basic,7.95,7.95,0,USA,Tablet,Organic,6,28.59
U04512,2023-08-22,Premium,41.9,41.9,0,USA,Mobile,Organic,7,31.16
U04513,2023-01-23,Basic,39.99,42.24942487624852,0,Brazil,Mobile,Organic,14,42.49
U04514,2023-06-02,Premium,3.94,3.94,0,Germany,Desktop,Referral,4,21.2
U04515,2023-10-04,Free,46.04,46.04,0,USA,Tablet,Social,7,34.32
U04516,2023-03-02,Basic,3.29,3.29,0,UK,Desktop,Paid Search,7,12.72
U04517,2023-11-15,Premium,2.01,2.01,0,UK,Mobile,Social,11,68.25
U04518,2023-02-21,Basic,21.16,21.16,0,Canada,Mobile,Social,9,78.42
U04519,2023-12-10,Basic,9.75,9.75,0,UK,Mobile,Referral,8,54.28
U04520,2023-06-02,Basic,15.13,15.13,0,Australia,Mobile,Email,8,40.64
U04521,2023-08-25,Premium,21.14,21.14,0,India,Desktop,Referral,11,70.91
U04522,2023-11-07,Premium,1.09,10.795686408653129,0,India,Desktop,Email,4,24.72
U04523,2023-10-29,Free,6.93,6.93,1,Australia,Desktop,Referral,6,27.36
U04524,2023-02-01,Premium,12.36,12.36,0,UK,Tablet,Email,7,35.06
U04525,2023-02-24,Free,6.2,6.2,0,USA,Mobile,Paid Search,5,19.91
U04526,2023-12-18,Free,1.0,12.795422866021216,0,India,Desktop,Paid Search,5,33.81
U04527,2023-02-05,Premium,1.81,1.81,0,Germany,Desktop,Organic,6,34.53
U04528,2023-04-20,Free,32.36,32.36,0,Brazil,Mobile,Organic,8,70.29
U04529,2023-06-26,Premium,48.47,51.9947403800862,0,India,Desktop,Email,9,39.84
U04530,2023-12-28,Free,3.3,7.215793863454493,0,India,Tablet,Social,9,67.97
U04531,2023-11-10,Free,5.73,5.73,0,USA,Mobile,Organic,8,38.19
U04532,2023-10-22,Free,21.13,36.28726234994507,0,USA,Desktop,Referral,7,12.83
U04533,2023-12-02,Free,61.7,72.3833957893715,0,Germany,Tablet,Paid Search,6,47.52
U04534,2023-04-07,Basic,7.12,23.453371416560085,1,Canada,Desktop,Organic,5,21.46
U04535,2023-08-01,Free,38.65,38.65,0,Germany,Mobile,Organic,10,38.33
U04536,2023-11-13,Free,14.11,14.11,0,Canada,Mobile,Organic,4,9.73
U04537,2023-05-17,Free,62.73,62.73,0,Germany,Mobile,Referral,7,71.78
U04538,2023-01-06,Free,2.93,2.93,0,Australia,Tablet,Referral,10,84.19
U04539,2023-04-19,Basic,72.74,72.74,1,Germany,Mobile,Organic,12,108.54
U04540,2023-02-04,Free,11.63,11.63,0,Australia,Mobile,Social,8,67.46
U04541,2023-02-08,Basic,61.13,61.13,0,India,Tablet,Social,8,79.79
U04542,2023-05-30,Premium,12.28,12.28,0,Germany,Tablet,Referral,9,87.52
U04543,2023-04-28,Basic,15.1,15.1,0,Canada,Mobile,Referral,10,73.78
U04544,2023-09-18,Premium,32.67,32.67,0,Germany,Tablet,Paid Search,7,43.63
U04545,2023-03-28,Free,25.65,25.65,1,UK,Tablet,Social,8,52.87
U04546,2023-03-17,Free,19.33,19.33,0,India,Desktop,Organic,13,45.38
U04547,2023-11-09,Premium,10.79,13.93810842973494,0,India,Desktop,Email,7,32.23
U04548,2023-08-02,Basic,31.45,73.64549012719515,0,India,Mobile,Paid Search,6,47.7
U04549,2023-10-12,Basic,59.22,59.22,0,Brazil,Desktop,Paid Search,8,40.98
U04550,2023-08-27,Basic,0.2,0.2,0,Germany,Mobile,Organic,4,28.74
U04551,2023-06-14,Free,17.73,17.73,0,Canada,Tablet,Organic,10,99.72
U04552,2023-03-28,Free,40.2,40.2,0,Germany,Desktop,Referral,6,31.82
U04553,2023-05-21,Basic,21.18,21.18,0,Germany,Tablet,Social,5,31.89
U04554,2023-06-09,Basic,32.27,32.27,0,USA,Desktop,Referral,7,11.93
U04555,2023-02-15,Free,45.09,45.09,0,USA,Desktop,Social,11,37.48
U04556,2023-04-22,Premium,27.8,27.8,0,USA,Desktop,Social,8,56.84
U04557,2023-02-14,Free,25.25,25.25,0,Brazil,Tablet,Email,12,49.72
U04558,2023-09-04,Free,66.9,69.10185436871413,0,Germany,Desktop,Paid Search,7,23.31
U04559,2023-04-14,Premium,39.86,69.72547403263839,0,India,Desktop,Email,9,68.58
U04560,2023-03-26,Basic,33.79,33.79,1,India,Desktop,Organic,8,57.76
U04561,2023-05-14,Basic,1.81,6.383633329733483,1,UK,Tablet,Email,0,0.0
U04562,2023-04-18,Free,5.46,6.121431242426903,1,Canada,Mobile,Email,8,53.36
U04563,2023-01-18,Free,16.27,26.233857219865236,1,USA,Desktop,Paid Search,9,68.09
U04564,2023-04-04,Basic,24.73,28.545924431685677,0,Brazil,Desktop,Email,9,81.17
U04565,2023-05-30,Free,7.23,7.916592782068588,1,UK,Desktop,Paid Search,12,70.38
U04566,2023-09-03,Premium,1.96,1.96,1,Brazil,Mobile,Paid Search,5,31.64
U04567,2023-10-16,Premium,7.45,7.45,0,India,Mobile,Paid Search,8,61.75
U04568,2023-07-28,Premium,29.48,33.79406978025189,0,Canada,Tablet,Paid Search,6,51.59
U04569,2023-05-06,Free,41.98,41.98,0,Germany,Desktop,Email,6,20.31
U04570,2023-08-23,Basic,48.81,49.49033466449061,0,India,Mobile,Referral,7,44.65
U04571,2023-05-02,Free,9.52,14.13568012612371,0,India,Tablet,Referral,3,19.35
U04572,2023-05-18,Free,9.32,9.32,0,USA,Mobile,Organic,4,34.36
U04573,2023-04-25,Free,10.44,10.44,0,Australia,Desktop,Paid Search,4,14.43
U04574,2023-06-11,Free,9.43,9.43,0,India,Mobile,Referral,8,39.81
U04575,2023-07-20,Premium,21.94,21.94,0,Brazil,Mobile,Organic,9,74.96
U04576,2023-08-22,Free,8.87,8.87,1,Germany,Mobile,Email,10,73.18
U04577,2023-01-28,Free,0.41,0.41,0,Australia,Desktop,Organic,13,63.04
U04578,2023-01-11,Premium,11.56,11.56,1,USA,Mobile,Referral,11,75.82
U04579,2023-07-25,Free,5.08,5.08,0,UK,Desktop,Organic,7,57.83
U04580,2023-06-16,Basic,0.58,0.58,0,India,Tablet,Organic,6,52.04
U04581,2023-09-04,Free,12.73,13.428850768763297,0,USA,Desktop,Organic,7,70.58
U04582,2023-02-16,Free,4.61,6.419317762173264,0,Australia,Desktop,Referral,7,32.82
U04583,2023-09-03,Premium,12.06,12.06,0,USA,Desktop,Paid Search,8,25.45
U04584,2023-05-07,Free,6.51,6.51,0,USA,Desktop,Email,9,57.72
U04585,2023-05-27,Basic,18.51,19.184362350137043,0,Brazil,Desktop,Paid Search,5,45.33
U04586,2023-04-28,Free,93.94,93.94,0,Australia,Mobile,Social,9,56.94
U04587,2023-06-01,Free,15.85,15.85,0,Australia,Tablet,Paid Search,8,51.58
U04588,2023-03-13,Free,20.82,20.82,0,UK,Desktop,Email,2,8.41
U04589,2023-12-29,Free,50.33,50.33,0,USA,Desktop,Organic,5,24.66
U04590,2023-05-17,Free,9.37,9.37,0,Brazil,Tablet,Paid Search,5,38.7
U04591,2023-06-24,Basic,3.64,3.64,0,UK,Desktop,Referral,8,69.71
U04592,2023-10-16,Free,6.65,6.65,1,Germany,Mobile,Social,3,13.01
U04593,2023-01-19,Free,10.31,10.31,0,Australia,Tablet,Organic,11,43.67
U04594,2023-07-14,Free,20.71,20.71,1,Brazil,Mobile,Organic,14,66.15
U04595,2023-11-26,Premium,0.09,0.09,0,USA,Tablet,Organic,4,27.66
U04596,2023-06-24,Premium,38.4,38.4,0,India,Mobile,Paid Search,5,20.32
U04597,2023-12-20,Basic,1.58,1.58,0,Brazil,Tablet,Referral,5,29.3
U04598,2023-05-21,Premium,46.18,48.9713906632308,0,Germany,Tablet,Email,8,19.56
U04599,2023-09-03,Free,59.69,59.69,0,UK,Mobile,Social,11,70.85
U04600,2023-04-03,Free,92.31,92.31,0,Germany,Mobile,Referral,6,38.62
U04601,2023-08-27,Basic,33.16,33.16,0,UK,Desktop,Paid Search,7,43.15
U04602,2023-07-24,Basic,3.06,13.60065214384486,0,Brazil,Tablet,Social,10,65.7
U04603,2023-02-17,Free,24.49,32.57549514918624,1,UK,Tablet,Referral,13,94.52
U04604,2023-09-02,Free,4.55,4.55,0,USA,Tablet,Email,7,47.44
U04605,2023-11-16,Premium,45.49,45.49,1,Canada,Mobile,Email,13,100.06
U04606,2023-11-13,Premium,7.61,7.61,0,Brazil,Mobile,Organic,5,42.26
U04607,2023-10-22,Free,7.91,7.91,0,India,Tablet,Organic,7,41.97
U04608,2023-05-08,Basic,49.94,74.26681119869055,0,Germany,Desktop,Email,7,19.04
U04609,2023-12-10,Free,0.27,0.27,0,Germany,Tablet,Organic,7,32.97
U04610,2023-10-09,Free,4.31,4.31,1,Brazil,Tablet,Organic,13,99.03
U04611,2023-01-17,Free,10.96,10.96,0,India,Tablet,Email,10,59.99
U04612,2023-03-12,Free,24.13,24.13,0,Brazil,Desktop,Social,10,35.29
U04613,2023-09-26,Free,20.86,20.86,1,USA,Tablet,Email,15,100.08
U04614,2023-11-21,Premium,22.14,22.14,0,Canada,Mobile,Organic,9,61.76
U04615,2023-10-09,Free,42.41,42.41,0,Canada,Desktop,Social,7,36.46
U04616,2023-11-01,Basic,2.58,2.58,0,USA,Desktop,Organic,8,38.67
U04617,2023-01-07,Free,14.77,14.77,0,Australia,Mobile,Paid Search,9,46.63
U04618,2023-11-10,Free,25.85,25.85,0,India,Desktop,Organic,14,100.41
U04619,2023-11-01,Premium,20.22,20.22,0,Brazil,Desktop,Referral,12,51.55
U04620,2023-04-13,Basic,11.9,11.9,0,Australia,Desktop,Referral,10,103.96
U04621,2023-11-05,Premium,0.35,3.813159304271893,0,India,Tablet,Organic,9,72.21
U04622,2023-07-12,Premium,1.25,1.25,0,India,Mobile,Organic,10,72.23
U04623,2023-08-29,Free,2.53,2.53,1,Australia,Mobile,Paid Search,7,37.73
U04624,2023-03-03,Free,8.41,14.8015230064803,0,Australia,Mobile,Social,7,40.35
U04625,2023-01-17,Premium,2.5,6.914985481943742,0,USA,Desktop,Social,7,47.14
U04626,2023-06-20,Premium,11.11,12.012515917228328,0,USA,Tablet,Paid Search,5,31.75
U04627,2023-01-25,Basic,3.94,3.94,0,India,Tablet,Email,9,45.29
U04628,2023-09-08,Basic,30.21,30.21,0,India,Desktop,Organic,10,84.19
U04629,2023-09-10,Basic,41.03,41.03,0,UK,Tablet,Organic,4,41.61
U04630,2023-07-26,Free,9.87,9.87,0,USA,Mobile,Referral,14,144.55
U04631,2023-01-29,Basic,14.32,14.32,1,India,Mobile,Referral,10,60.08
U04632,2023-04-27,Premium,61.36,71.91279735294361,0,UK,Desktop,Email,7,28.88
U04633,2023-10-09,Basic,15.34,15.34,0,Australia,Desktop,Social,10,52.63
U04634,2023-05-24,Free,106.26,106.26,0,Canada,Desktop,Social,10,44.31
U04635,2023-01-25,Free,3.07,3.07,0,Canada,Desktop,Social,8,34.02
U04636,2023-11-06,Free,39.64,39.64,0,Canada,Mobile,Organic,7,32.88
U04637,2023-06-05,Free,13.75,20.241326057026484,0,India,Desktop,Referral,6,48.85
U04638,2023-03-14,Premium,0.46,0.46,0,Australia,Mobile,Organic,9,57.94
U04639,2023-04-30,Free,71.67,71.67,0,UK,Tablet,Email,6,43.62
U04640,2023-11-08,Free,67.08,67.08,1,India,Tablet,Paid Search,14,99.24
U04641,2023-11-17,Free,9.67,12.25340561090609,0,Canada,Desktop,Paid Search,4,27.71
U04642,2023-04-03,Basic,61.64,99.43774619118705,0,Canada,Mobile,Social,8,38.45
U04643,2023-03-27,Basic,3.04,3.04,0,Canada,Mobile,Referral,9,47.69
U04644,2023-12-02,Free,22.8,22.8,0,Brazil,Tablet,Email,8,33.59
U04645,2023-12-30,Free,4.26,4.26,0,Australia,Desktop,Organic,8,31.44
U04646,2023-04-28,Free,5.66,6.829144937341538,0,USA,Desktop,Email,10,40.97
U04647,2023-08-21,Basic,30.22,30.22,0,Australia,Tablet,Email,10,25.02
U04648,2023-07-18,Free,9.48,9.48,0,Canada,Desktop,Email,10,53.84
U04649,2023-07-25,Premium,0.14,0.14,0,India,Tablet,Referral,17,68.93
U04650,2023-12-05,Free,10.7,20.040404367088716,0,Germany,Tablet,Email,7,32.61
U04651,2023-05-27,Free,5.18,12.84287650428364,0,Canada,Mobile,Paid Search,11,44.68
U04652,2023-09-28,Basic,23.0,23.0,1,Australia,Tablet,Social,8,51.53
U04653,2023-05-19,Free,4.32,4.32,0,Germany,Tablet,Email,4,23.23
U04654,2023-06-30,Basic,36.94,36.94,0,UK,Tablet,Organic,8,46.26
U04655,2023-01-30,Free,6.21,6.21,1,USA,Tablet,Paid Search,9,58.59
U04656,2023-02-26,Basic,9.99,9.99,0,UK,Desktop,Email,13,63.49
U04657,2023-08-20,Basic,7.08,7.218464973955531,0,USA,Mobile,Referral,9,69.07
U04658,2023-05-26,Premium,20.65,26.433346106797465,0,Germany,Mobile,Email,9,60.45
U04659,2023-02-17,Free,2.13,21.889477472646274,0,Canada,Desktop,Social,9,59.89
U04660,2023-07-13,Free,13.01,13.01,1,Germany,Desktop,Paid Search,15,83.88
U04661,2023-08-12,Free,8.14,8.14,0,Canada,Desktop,Social,9,66.06
U04662,2023-05-16,Premium,43.11,44.813831954891974,1,UK,Desktop,Social,7,32.55
U04663,2023-01-22,Premium,1.52,1.52,0,Canada,Mobile,Referral,6,33.14
U04664,2023-01-06,Free,35.4,35.4,1,Canada,Mobile,Email,7,63.39
U04665,2023-07-23,Free,3.67,3.67,0,Brazil,Mobile,Social,10,61.78
U04666,2023-08-27,Free,1.85,12.295816419415216,1,Germany,Mobile,Paid Search,2,10.11
U04667,2023-07-04,Free,4.52,28.15019141871407,1,USA,Desktop,Email,12,94.89
U04668,2023-12-26,Free,2.17,2.17,0,Australia,Tablet,Social,5,17.44
U04669,2023-10-19,Free,14.72,14.72,0,India,Tablet,Organic,6,12.62
U04670,2023-12-01,Basic,88.82,95.51245476895149,0,India,Desktop,Organic,12,73.4
U04671,2023-08-08,Premium,0.7,13.990040944020304,1,India,Desktop,Organic,2,9.63
U04672,2023-04-26,Premium,12.37,12.37,0,Germany,Mobile,Social,6,6.0
U04673,2023-11-09,Free,9.76,9.76,0,Australia,Tablet,Referral,9,54.08
U04674,2023-02-18,Basic,8.3,8.3,1,Brazil,Mobile,Social,10,29.33
U04675,2023-06-22,Premium,8.07,8.07,0,Germany,Tablet,Paid Search,10,24.94
U04676,2023-03-23,Free,45.08,107.38877337484571,0,USA,Mobile,Organic,4,29.2
U04677,2023-11-18,Basic,0.38,0.38,0,Canada,Tablet,Social,8,55.71
U04678,2023-11-29,Free,29.83,29.83,0,Australia,Mobile,Organic,6,57.08
U04679,2023-02-14,Free,5.83,5.83,0,Australia,Mobile,Paid Search,4,19.79
U04680,2023-12-01,Free,9.67,9.67,0,Germany,Desktop,Referral,6,41.39
U04681,2023-01-20,Free,10.9,10.9,0,Australia,Mobile,Referral,10,59.72
U04682,2023-08-09,Basic,7.27,13.382835502084813,0,Germany,Tablet,Referral,7,50.79
U04683,2023-05-03,Free,1.96,1.96,0,Germany,Mobile,Organic,11,76.35
U04684,2023-08-22,Free,2.43,2.43,0,Germany,Mobile,Social,9,37.07
U04685,2023-08-09,Free,7.08,7.08,0,USA,Desktop,Email,3,19.65
U04686,2023-11-19,Premium,34.5,42.63050528718647,0,Germany,Tablet,Paid Search,5,32.8
U04687,2023-12-05,Free,2.89,5.313047631494285,0,Brazil,Desktop,Organic,8,75.92
U04688,2023-01-03,Basic,27.15,27.15,0,UK,Mobile,Paid Search,6,32.97
U04689,2023-07-01,Basic,6.82,6.82,0,USA,Tablet,Organic,7,32.98
U04690,2023-07-25,Free,42.99,42.99,0,Brazil,Mobile,Referral,5,36.66
U04691,2023-11-16,Free,11.18,11.18,0,India,Mobile,Paid Search,9,58.96
U04692,2023-02-09,Basic,3.77,3.77,1,India,Tablet,Email,6,31.93
U04693,2023-02-28,Free,85.15,87.85971535697138,0,USA,Desktop,Referral,9,51.87
U04694,2023-03-03,Free,3.89,3.89,0,UK,Desktop,Referral,6,47.41
U04695,2023-05-12,Basic,16.77,17.183679144004277,0,Germany,Desktop,Email,10,45.56
U04696,2023-03-01,Free,16.85,16.85,1,USA,Mobile,Email,6,37.55
U04697,2023-11-27,Free,9.33,9.33,0,Germany,Tablet,Referral,7,68.0
U04698,2023-05-02,Free,60.52,60.52,1,Germany,Tablet,Email,11,51.31
U04699,2023-04-17,Free,37.14,37.14,0,India,Desktop,Referral,9,48.2
U04700,2023-04-06,Basic,35.42,35.42,0,UK,Desktop,Social,7,52.5
U04701,2023-12-13,Basic,73.11,78.56142059210859,0,Germany,Mobile,Organic,11,49.47
U04702,2023-08-23,Basic,12.22,12.22,0,USA,Tablet,Social,6,36.81
U04703,2023-03-03,Basic,2.04,2.04,0,Australia,Desktop,Organic,6,34.77
U04704,2023-09-13,Free,29.0,30.176012105578323,0,India,Mobile,Organic,10,58.09
U04705,2023-02-18,Free,9.59,37.53630457325022,0,Germany,Mobile,Social,6,49.91
